id,post,label
9627,the more you know the more you hate them,0
9628,youre contradicting yourself guys americans are originally cherokee not white the majority of white came from english settlers,0
9629,the realist report adl hyping right wing extremism ahead of okc bombing anniversary,0
9630,come and convert to white creator god odin and to,0
9631,my fave question to ask counter protesters who are always majority white is why do they hate white peopl,0
9632,we will still have comments,0
9633,they do know that not all american citizens are white males,0
9634,jason richwine is not white himself -,0
9635,blacks in us literally take more then they give back your people are taking white tax dollars complaining that its still not enough,1
9636,illegals are succubus and leaches parasites,1
9637,sweden policeman caught by violent mob inside muslim area left alone by colleagues for fear of riots,0
9638,strange how that works yet it is close to election time,0
9639,i guess white lives dont matter if they kill themselves with opioids and heroine,1
9640,april 11933 judea declares war on germany boycott all german goods,0
9641,anti white much,1
9642,you are a coward you refused to listen to the actual people your grahamcassidy bill will devastate possibly kill i used to respect you,1
9643,much of trump immigration plan not radical in gop circles our spokesman explains why via,0
9644,you quote from a lying pro sanger webpage,0
9645,your perfect ncaa bracket may help defend the sanctity of life via prolife,0
9646,legal rule of law immigration adopt mexicos immigration law no voting rights period,1
9647,i should clarify appeal meaning in the judicial sense not in the vain sense blm is an appeal to whites,0
9648,1 america was 85-90 white well into the 60s 2 the founding fathers pioneers and colonists were white,0
9649,so what happened today what did the court say,0
9650,because theyre racist too,0
9651,swedish telecom advertises helping women cheat on their husbands with negroes swrm niggers via,1
9652,well well well the news today is the leftist antifa nutt,1
9653,race is real race matters race is the foundation of identity altrightmeans,0
9654,Whats the difference between a feminist and a knife A knife has a point,1
9655,1 hour until live coverage of altright alt right safe space protest berkeleycampus,0
9656,then whys his white biological family and all his younger photos white,0
9657,what did the black kid get his friend for his birthday my bike,1
9658,white lives matter via labordayweekend hermine maga whitelivesmatter blacklivesmatter,0
9659,great time to learn about marxism lmao,0
9660,auspol uk racist black man punches pregnant white girl in stomach as onlookers watch in horror via,1
9661,pl read carefully what was written,0
9662,have you listened to our radio show help the cause by spreading the link education wpww politics activism,0
9663,i might shock a few people saying this being a nationalist but you cant take the klan serious,0
9664,such words might be placed among the greatest compliments ever given to the altright,0
9665,john friends full q a with j harry jones of the san diego union-tribune renegade tribune,0
9666,another successful ls conference in the record books,0
9667,and whites are supposed to run this country im white but who gave us this right,0
9668,yea thatd be nice well be sure to tell them that and then when they dont then what,0
9669,this domino dude comes across as a piece of white trash,1
9670,ebola virus what it does to its host - is a perfect analogy for what mass imigration does to a country,1
9671,chinese teens trafficked into us through central america via immigration noamnesty,0
9672,rt we have the highest number of illegal aliens in custody in history mexico buildthewall invasion wpww,1
9673,i love being white via,0
9674,yes driven because the majority wont just willingly trade some people actually mean it when they say for blood and soil,0
9675,nazi party gets a lobbyist - they already have one its called the teaparty we never supported the teapart,0
9676,lmao white bloc kkk in polos,0
9677,this human not sure actually is vile racist pond scum,1
9678,WHY are you Atheist,1
9679,our president ceo and general counsel alan sears responds to the high courts decision scotus elanephotography,0
